,0,1
439,"真丝,衣物,上,的,红酒,渍,怎么,处理",query
440,"真丝,衣物,沾,上,了,红酒,渍,怎么办",query
441,"怎么,处理,真丝,衣物,上,的,红酒,渍",query
442,"怎么,处理,真丝,衣物,上,的,红酒,渍",query
443,"啤酒,渍,怎么,洗",query
444,"啤酒,渍,怎么,清洗",query
445,"啤酒,渍,怎么,处理",query
446,"衣服,上,的,啤酒,渍,怎么,洗",query
447,"衣服,沾,上,了,啤酒,渍,怎么办",query
448,"衣服,滴上,了,啤酒,渍,怎么办",query
449,"衣服,滴上,了,啤酒,渍,怎么,处理",query
450,"衣物,上,的,啤酒,渍,怎么,洗",query
451,"衣物,沾,上,了,啤酒,酒渍,怎么办",query
452,"衣物,滴上,了,啤酒,渍,怎么办",query
453,"衣物,滴上,了,啤酒,渍,怎么,处理",query
454,"啤酒,怎么,洗",query
455,"啤酒,怎么,清洗",query
456,"啤酒,怎么,处理",query
457,"衣服,上,的,啤酒,怎么,洗",query
458,"衣服,沾,上,了,啤酒,怎么办",query
459,"衣服,滴上,了,啤酒,怎么办",query
460,"衣服,滴上,了,啤酒,怎么,处理",query
461,"衣服,上,沾,了,啤酒,怎么办",query
462,"衣服,上,沾,了,啤酒,怎么办",query
463,"衣服,上,沾,了,啤酒,怎么,处理",query
464,"衣物,上,的,啤酒,怎么,洗",query
465,"衣物,沾,上,了,啤酒,怎么办",query
466,"衣物,滴上,了,啤酒,怎么办",query
467,"衣物,滴上,了,啤酒,怎么,处理",query
468,"干洗,类,衣物,上,的,啤酒,怎么,洗",query
469,"干洗,类,衣物,沾,上,了,啤酒,怎么办",query
470,"干洗,类,衣物,滴上,了,啤酒,怎么办",query
471,"干洗,类,衣物,滴上,了,啤酒,怎么,处理",query
472,"羊绒衫,沾,上,了,啤酒,怎么,清洗",query
473,"羊绒衫,上,的,啤酒,渍,怎么,清洗",query
474,"羊绒衫,上,的,啤酒,渍,怎么,处理",query
475,"羊绒衫,沾,上,了,啤酒,渍,怎么办",query
476,"怎么,处理,羊绒衫,上,的,啤酒,渍",query
477,"怎么,处理,羊绒衫,上,的,啤酒,渍",query
478,"羊毛衫,沾,上,了,啤酒,渍,怎么,清洗",query
479,"羊毛衫,上,的,啤酒,渍,怎么,清洗",query
480,"羊毛衫,上,的,啤酒,渍,怎么,处理",query
481,"羊毛衫,沾,上,了,啤酒,渍,怎么办",query
482,"怎么,处理,羊毛衫,上,的,啤酒,渍",query
483,"怎么,处理,羊毛衫,上,的,啤酒,渍",query
484,"毛料,西服,沾,上,了,啤酒,渍,怎么,清洗",query
485,"毛料,西服,上,的,啤酒,渍,怎么,清洗",query
486,"毛料,西服,上,的,啤酒,渍,怎么,处理",query
487,"毛料,西服,沾,上,了,啤酒,渍,怎么办",query
488,"怎么,处理,毛料,西服,上,的,啤酒,渍",query
489,"怎么,处理,毛料,西服,上,的,啤酒,渍",query
490,"毛料,西裤,沾,上,了,啤酒,渍,怎么,清洗",query
491,"毛料,西裤,上,的,啤酒,渍,怎么,清洗",query
492,"毛料,西裤,上,的,啤酒,渍,怎么,处理",query
493,"毛料,西裤,沾,上,了,啤酒,渍,怎么办",query
494,"怎么,处理,毛料,西裤,上,的,啤酒,污渍",query
495,"怎么,处理,毛料,西裤,上,的,啤酒,渍",query
496,"羊毛,大衣,沾,上,了,啤酒,渍,怎么,清洗",query
497,"羊毛,大衣,上,的,啤酒,渍,怎么,清洗",query
498,"羊毛,大衣,上,的,啤酒,渍,怎么,处理",query
499,"羊毛,大衣,沾,上,了,啤酒,怎么办",query
500,"怎么,处理,羊毛,大衣,上,的,啤酒,渍",query
501,"怎么,处理,羊毛,大衣,上,的,啤酒,渍",query
502,"丝绸,衣物,沾,上,了,啤酒,怎么,清洗",query
503,"丝绸,衣物,上,的,啤酒,渍,怎么,清洗",query
504,"丝绸,衣物,上,的,啤酒,渍,怎么,处理",query
505,"丝绸,衣物,沾,上,了,啤酒,渍,怎么办",query
506,"怎么,处理,丝绸,衣物,上,的,啤酒,渍",query
507,"怎么,处理,丝绸,衣物,上,的,啤酒,渍",query
508,"丝绸,沾,上,了,啤酒,渍,怎么,清洗",query
509,"丝绸,上,的,啤酒,渍,怎么,清洗",query
510,"丝绸,上,的,啤酒,渍,怎么,处理",query
511,"丝绸,沾,上,了,啤酒,渍,怎么办",query
512,"怎么,处理,丝绸,上,的,啤酒,渍",query
513,"怎么,处理,丝绸,上,的,啤酒,渍",query
514,"真丝,衣物,沾,上,了,啤酒,渍,怎么,清洗",query
515,"真丝,衣物,上,的,啤酒,渍,怎么,清洗",query
516,"真丝,衣物,上,的,啤酒,渍,怎么,处理",query
517,"真丝,衣物,沾,上,了,啤酒,渍,怎么办",query
518,"怎么,处理,真丝,衣物,上,的,啤酒,渍",query
519,"怎么,处理,真丝,衣物,上,的,啤酒,渍",query
520,"唇彩,怎么,洗",query
521,"唇彩,渍,怎么,洗",query
522,"唇彩,渍,怎么,清洗",query
523,"唇彩,渍,怎么,处理",query
524,"衣服,上,的,唇彩,渍,怎么,洗",query
525,"衣服,沾,上,了,唇彩,渍,怎么办",query
526,"衣服,滴上,了,唇彩,渍,怎么办",query
527,"衣服,滴上,了,唇彩,渍,怎么,处理",query
528,"衣物,上,的,唇彩,渍,怎么,洗",query
529,"衣物,沾,上,了,唇彩,酒渍,怎么办",query
530,"衣物,滴上,了,唇彩,渍,怎么办",query
531,"衣物,滴上,了,唇彩,渍,怎么,处理",query
532,"唇彩,怎么,洗",query
533,"唇彩,怎么,清洗",query
534,"唇彩,怎么,处理",query
535,"衣服,上,的,唇彩,怎么,洗",query
536,"衣服,沾,上,了,唇彩,怎么办",query
537,"衣服,滴上,了,唇彩,怎么办",query
538,"衣服,滴上,了,唇彩,怎么,处理",query
539,"衣服,上,沾,了,唇彩,怎么办",query
540,"衣服,上,沾,了,唇彩,怎么办",query
541,"衣服,上,沾,了,唇彩,怎么,处理",query
542,"衣物,上,的,唇彩,怎么,洗",query
543,"衣物,沾,上,了,唇彩,怎么办",query
544,"衣物,滴上,了,唇彩,怎么办",query
545,"衣物,滴上,了,唇彩,怎么,处理",query
546,"干洗,类,衣物,上,的,唇彩,怎么,洗",query
547,"干洗,类,衣物,沾,上,了,唇彩,怎么办",query
548,"干洗,类,衣物,滴上,了,唇彩,怎么办",query
549,"干洗,类,衣物,滴上,了,唇彩,怎么,处理",query
550,"羊绒衫,沾,上,了,唇彩,怎么,清洗",query
551,"羊绒衫,上,的,唇彩,渍,怎么,清洗",query
552,"羊绒衫,上,的,唇彩,渍,怎么,处理",query
553,"羊绒衫,沾,上,了,唇彩,渍,怎么办",query
554,"怎么,处理,羊绒衫,上,的,唇彩,渍",query
555,"怎么,处理,羊绒衫,上,的,唇彩,渍",query
556,"羊毛衫,沾,上,了,唇彩,渍,怎么,清洗",query
557,"羊毛衫,上,的,唇彩,渍,怎么,清洗",query
558,"羊毛衫,上,的,唇彩,渍,怎么,处理",query
559,"羊毛衫,沾,上,了,唇彩,渍,怎么办",query
560,"怎么,处理,羊毛衫,上,的,唇彩,渍",query
561,"怎么,处理,羊毛衫,上,的,唇彩,渍",query
562,"毛料,西服,沾,上,了,唇彩,渍,怎么,清洗",query
563,"毛料,西服,上,的,唇彩,渍,怎么,清洗",query
564,"毛料,西服,上,的,唇彩,渍,怎么,处理",query
565,"毛料,西服,沾,上,了,唇彩,渍,怎么办",query
566,"怎么,处理,毛料,西服,上,的,唇彩,渍",query
567,"怎么,处理,毛料,西服,上,的,唇彩,渍",query
568,"毛料,西裤,沾,上,了,唇彩,渍,怎么,清洗",query
569,"毛料,西裤,上,的,唇彩,渍,怎么,清洗",query
570,"毛料,西裤,上,的,唇彩,渍,怎么,处理",query
571,"毛料,西裤,沾,上,了,唇彩,渍,怎么办",query
572,"怎么,处理,毛料,西裤,上,的,唇彩,污渍",query
573,"怎么,处理,毛料,西裤,上,的,唇彩,渍",query
574,"羊毛,大衣,沾,上,了,唇彩,渍,怎么,清洗",query
575,"羊毛,大衣,上,的,唇彩,渍,怎么,清洗",query
576,"羊毛,大衣,上,的,唇彩,渍,怎么,处理",query
577,"羊毛,大衣,沾,上,了,唇彩,怎么办",query
578,"怎么,处理,羊毛,大衣,上,的,唇彩,渍",query
579,"怎么,处理,羊毛,大衣,上,的,唇彩,渍",query
580,"丝绸,衣物,沾,上,了,唇彩,怎么,清洗",query
581,"丝绸,衣物,上,的,唇彩,渍,怎么,清洗",query
582,"丝绸,衣物,上,的,唇彩,渍,怎么,处理",query
583,"丝绸,衣物,沾,上,了,唇彩,渍,怎么办",query
584,"怎么,处理,丝绸,衣物,上,的,唇彩,渍",query
585,"怎么,处理,丝绸,衣物,上,的,唇彩,渍",query
586,"丝绸,沾,上,了,唇彩,渍,怎么,清洗",query
587,"丝绸,上,的,唇彩,渍,怎么,清洗",query
588,"丝绸,上,的,唇彩,渍,怎么,处理",query
589,"丝绸,沾,上,了,唇彩,渍,怎么办",query
590,"怎么,处理,丝绸,上,的,唇彩,渍",query
591,"怎么,处理,丝绸,上,的,唇彩,渍",query
592,"真丝,衣物,沾,上,了,唇彩,渍,怎么,清洗",query
593,"真丝,衣物,上,的,唇彩,渍,怎么,清洗",query
594,"真丝,衣物,上,的,唇彩,渍,怎么,处理",query
595,"真丝,衣物,沾,上,了,唇彩,渍,怎么办",query
596,"怎么,处理,真丝,衣物,上,的,唇彩,渍",query
597,"怎么,处理,真丝,衣物,上,的,唇彩,渍",query
598,"怎么,做",other
599,"红烧,丸子,怎么,做",query
600,"空调,漏水,怎么办",query
601,"我,想,听,科技,新闻",query
602,"我,回来,了",setScene
603,"我要,出门,了",setScene
604,"我要,睡觉,了",setScene
605,"我醒,了",setScene
606,"我,回来,了,-,-",null
607,"我要,出门,了,++",setScene
608,"（,我要,睡觉,了,）",setScene
609,"我醒,了",setScene
610,"启动,离家,模式",setScene
611,"我,出门,了",setScene
612,"启动,睡眠,模式",setScene
613,"我,睡觉,了",setScene
614,"启动,回家,模式",setScene
615,播放,play
616,暂停,pause
617,停止,stop
618,静音,mute
619,"取消,静音",unmute
620,"声音,大,一点",voiceUp
621,"声音,小,一点",voiceDown
622,"下,一首",next
623,"上,一首",previous
624,"音量,多少",queryVolume
625,"设置,音量,为,30%",setVolume
626,"设置,音量,为,30,格",setVolume
627,"设置,音量,为,30",setVolume
628,"设置,音量,为,120",setVolume
629,"增大,音量,30%",voiceUp
630,"增大,音量,30,格",voiceUp
631,"增大,音量,30",voiceUp
632,"增大,音量,120",voiceUp
633,"减小,音量,30%",voiceDown
634,"减小,音量,30,格",voiceDown
635,"减小,音量,30",voiceDown
636,"减小,音量,120",voiceDown
637,"调整,音量,到,三十",setVolume
638,"调整,音量,到,三,0",setVolume
639,"音量,调低,为,三十",voiceDown
640,"最大,音量",setVolume
641,"声音,调大,最大",null
642,"你,是,谁",other
643,"你,会,什么",other
644,"我,儿子,叫,什么",null
645,"小优,喜欢,听歌,吗",null
646,"打开,空调",openDevice
647,客厅,other
648,"关闭,空调",closeDevice
649,卧室,other
650,"关闭,空调",closeDevice
651,卧室,other
652,"空调,温度,设为,16,度",setTemperature
653,"空调,温度,调,高,一点",increaseTemperature
654,"打开,空调",openDevice
655,客厅,other
656,"空调,温度,设为,16,度",setTemperature
657,"空调,温度,调,高,一点",increaseTemperature
658,"空调,温度,调高,5,度",increaseTemperature
659,"空调,温度,调低,一点",decreaseTemperature
660,"空调,温度,调低,5,度",decreaseTemperature
661,"空调,湿度,设为,100",setHumidity
662,"空调,湿度,设为,0",setHumidity
663,"空调,湿度,设,为,零下,5",setHumidity
664,"空调,湿度,设为,110",setHumidity
665,"空调,湿度,设为,50",setHumidity
666,"空调,当前,温度,是,多少",statusEnquiry
667,"空调,开,了,吗",statusEnquiry
668,"空调,当前,湿度,是,多少",statusEnquiry
669,"空调,湿度,调,高,一点",increaseHumidity
670,"空调,湿度,调高,10",increaseHumidity
671,"空调,湿度,调低,一点",decreaseHumidity
672,"空调,湿度,调低,10",decreaseHumidity
673,"空调,设置,为,新风,模式",setMode
674,"空调,设置,为,健康,模式",setMode
675,"空调,设置,为,除湿,模式",setMode
676,"空调,设置,为,加湿,模式",setMode
677,"空调,设置,为,制冷,模式",setMode
678,"空调,设置,为,制热,模式",setMode
679,"空调,设置,为,智能,模式",setMode
680,"空调,设置,为,送风,模式",setMode
681,"空调,现在,是,什么,模式",statusEnquiry
682,"空调,风速,设置,为,自动,风",setSpeed
683,"空调,风速,设置,为,高风",setSpeed
684,"空调,风速,设置,为,中风",setSpeed
685,"空调,风速,设置,为,低风",setSpeed
686,"空调,风速,设置,为,强风",setSpeed
687,"空调,风速,是,多少",statusEnquiry
688,"空调,风速,调,高",increaseSpeed
689,"空调,风速,调低",decreaseSpeed
690,"空调,上,吹",setDirection
691,"空调,下,吹",setDirection
692,"空调,左吹",setDirection
693,"空调,右,吹",setDirection
694,"空调,正吹",setDirection
695,"空调,摆风,是,什么",statusEnquiry
696,"空调,打开,匀风",openHomogeneous
697,"空调,关闭,匀风",closeHomogeneous
698,"空,调匀,风开,了,吗",statusEnquiry
699,"空调,打开,静眠",openSleep
700,"空调,关闭,静眠",closeSleep
701,"空调,静眠,开,了,吗",statusEnquiry
702,"空调,打开,静音",openMute
703,"空调,关闭,静音",closeMute
704,"空调,静音,开,了,吗",statusEnquiry
705,"空调,打开,锁定",openLock
706,"空调,关闭,锁定",closeLock
707,"空调,锁定,开,了,吗",statusEnquiry
708,"打开,客厅,空调",openDevice
709,"调节,空调,温度,为,26,度",setTemperature
710,"空调,当前,是,什么,模式",statusEnquiry
711,"卧室,空调,是,什么,模式",show
712,"打开,卧室,空调",openDevice
713,"温度,调,高,一度",increaseTemperature
714,"空调,设置,智能,模式",setMode
715,"空调,制冷,模式",setMode
716,"客厅,空调,设置,除湿,模式",setMode
717,"空调,温度,调低,2,度",decreaseTemperature
718,"空调,温度,设置,为,26,度",setTemperature
719,"空调,设置,为,低速,风",setSpeed
720,"卧室,空调,设置,为,中速,风",setSpeed
721,"空调,设置,高速,风",setSpeed
722,"空调,设置,自动,风",setSpeed
723,"空调,现在,开着,吗",statusEnquiry
724,"打开,客厅,灯光",openDevice
725,"关闭,客厅,灯光",closeDevice
726,关灯,closeDevice
727,开灯,openDevice
728,"打开,客厅,窗帘",openDevice
729,"关闭,客厅,窗帘",closeDevice
730,"关,窗帘",closeDevice
731,"关上,窗帘",closeDevice
732,"开,窗帘",openDevice
733,"拉上,窗帘",closeDevice
734,"拉开,窗帘",openDevice
735,"打开,空气,净化器",openDevice
736,"关闭,空气,净化器",closeDevice
737,"空气,净化器,设置,智能,模式",setMode
738,"空气,净化器,设置,为,净化,模式",setMode
739,"空气,净化器,设置,加湿,模式",setMode
740,"空气,净化器,设置,净化,加湿,模式",setMode
741,"空气,净化器,设置,除湿,模式",setMode
742,"空气,净化器,设置,净化,除湿,模式",setMode
743,"空气,净化器,设置,送风,模式",setMode
744,"空气,净化器,设置,自动,风",setSpeed
745,"空气,净化器,设置,为,强风",setSpeed
746,"空气,净化器,设置,为,高速,风",setSpeed
747,"空气,净化器,设置,为,中速,风",setSpeed
748,"空气,净化器,设置,为,低速,风",setSpeed
749,"空气,净化器,设置,为,静音",setMode
750,"打开,扫地,机器人",startup
751,"关闭,扫地,机器人",suspend
752,"扫地,机器人,设置,为,空闲,模式",set
753,"扫地,机器人,设置,为,规划,清扫,模式",setMode
754,"扫地,机器人,设置,为,沿边,清扫,模式",setMode
755,"扫地,机器人,设置,为,定点,清扫,模式",setMode
756,"扫地,机器人,设置,为,拖地,模式",setMode
757,"扫地,机器人,设置,为,回充,模式",setMode
758,"扫地,机器人,设置,为,正常,风速",setSuction
759,"扫地,机器人,设置,为,强力,风速",setSuction
760,"扫地,机器人,设置,为,关闭,风速",setSuction
761,"打开,烤箱",openDevice
762,"关闭,烤箱",closeDevice
763,"打开,烤箱,机,照明灯",openLight
764,"关闭,烤箱,机,照明灯",closeLight
765,"烤箱,烤,牛排",setRoastingFood
766,"烤箱,烤,原味,松饼",setRoastingFood
767,"打开,油烟机",openDevice
768,"关闭,油烟机",closeDevice
769,"打开,油烟机,照明灯",openLight
770,"关闭,油烟机,照明灯",closeLight
771,"油烟机,设置,为,高速,风",setSuction
772,"油烟机,设置,为,中速,风",setSuction
773,"油烟机,设置,为,低速,风",setSuction
774,"打开,洗衣机",openDevice
775,"关闭,洗衣机",closeDevice
776,"洗衣机,选择,化纤,程序",setMode
777,"洗衣机,选择,棉麻,程序",setMode
778,"启动,热水器",openDevice
779,"打开,热水器",openDevice
780,"关闭,热水器",closeDevice
781,"热水器,温度,调,高,一点",increaseTemperature
782,"热水器,温度,调低,2,度",decreaseTemperature
783,"热水器,温度,设置,为,38,度",setTemperature
784,"开启,消毒柜",openDevice
785,"打开,消毒柜",openDevice
786,"关闭,消毒柜",closeDevice
787,"开启,消毒,模式",setMode
788,"设置,为,消毒,模式",setMode
789,"切换,为,消毒,模式",setMode
790,"开启,烘干,模式",setMode
791,"设置,为,烘干,模式",setMode
792,"切换,为,烘干,模式",setMode
793,"开启,暖盘,模式",setMode
794,"设置,为暖盘,模式",setMode
795,"切换,为暖盘,模式",setMode
796,"开启,智能,模式",setMode
797,"设置,为,智能,模式",setMode
798,"切换,为,智能,模式",setMode
799,"开启,冷餐,杀菌,模式",setMode
800,"设置,为,冷餐,杀菌,模式",setMode
801,"切换,为,冷餐,杀菌,模式",setMode
802,"锁定,消毒柜",openLock
803,"解锁,消毒柜",closeLock
804,"打开,消毒柜,上室",openCompartment
805,"打开,消毒柜,下室",openCompartment
806,"打开,消毒柜,上下,室",openCompartment
807,"关闭,消毒柜,上室",closeCompartment
808,"关闭,消毒柜,下室",closeCompartment
809,"关闭,消毒柜,上下,室",closeCompartment
810,"打开,洗碗机",openDevice
811,"开启,洗碗机",startup
812,"开开,洗碗机",openDevice
813,"关闭,洗碗机",closeDevice
814,"关掉,洗碗机",closeDevice
815,"关,了,洗碗机",closeDevice
816,"启动,洗碗机",startup
817,"开启,洗碗机",startup
818,"暂停,洗碗机",suspend
819,"打开,厨房,洗碗机",openDevice
820,"开启,厨房,洗碗机",startup
821,"开开,厨房,洗碗机",openDevice
822,"关闭,厨房,洗碗机",closeDevice
823,"关掉,厨房,洗碗机",closeDevice
824,"关,了,厨房,洗碗机",closeDevice
825,"启动,厨房,洗碗机",startup
826,"开启,厨房,洗碗机",startup
827,"暂停,厨房,洗碗机",suspend
828,"打开,洗碗机",openDevice
829,"开启,洗碗机",startup
830,"开开,洗碗机",openDevice
831,"关闭,洗碗机",closeDevice
832,"关掉,洗碗机",closeDevice
833,"关,了,洗碗机",closeDevice
834,"启动,洗碗机",startup
835,"开启,洗碗机",startup
836,"暂停,洗碗机",suspend
837,"打开,厨房,的,洗碗机",openDevice
838,"开启,厨房,的,洗碗机",startup
839,"开开,厨房,的,洗碗机",openDevice
840,"关闭,厨房,的,洗碗机",closeDevice
841,"关掉,厨房,的,洗碗机",closeDevice
842,"关,了,厨房,的,洗碗机",closeDevice
843,"启动,厨房,的,洗碗机",startup
844,"开启,厨房,的,洗碗机",startup
845,"暂停,厨房,的,洗碗机",suspend
846,"洗碗机,打开",openDevice
847,"洗碗机,开启",startup
848,"洗碗机,开开",openDevice
849,"洗碗机,关闭",closeDevice
850,"洗碗机,关掉",closeDevice
851,"洗碗,机关,了",closeDevice
852,"洗碗机,启动",startup
853,"洗碗机,开启",startup
854,"洗碗机,暂停",suspend
855,"厨房,洗碗机,打开",openDevice
856,"厨房,洗碗机,开启",startup
857,"厨房,洗碗机,开开",openDevice
858,"厨房,洗碗机,关闭",closeDevice
859,"厨房,洗碗机,关掉",closeDevice
860,"厨房,洗碗,机关,了",closeDevice
861,"厨房,洗碗机,启动",startup
862,"厨房,洗碗机,开启",startup
863,"厨房,洗碗机,暂停",suspend
864,"把,洗碗机,打开",openDevice
865,"把,洗碗机,开启",startup
866,"把,洗碗机,开开",openDevice
867,"把,洗碗机,关闭",closeDevice
868,"把,洗碗机,关掉",closeDevice
869,"把,洗碗,机关,了",closeDevice
870,"把,洗碗机,启动",startup
871,"把,洗碗机,开启",startup
872,"把,洗碗机,暂停",suspend
873,"把,厨房,洗碗机,打开",openDevice
874,"把,厨房,洗碗机,开启",startup
875,"把,厨房,洗碗机,开开",openDevice
876,"把,厨房,洗碗机,关闭",closeDevice
877,"把,厨房,洗碗机,关掉",closeDevice
878,"把,厨房,洗碗,机关,了",closeDevice
879,"把,厨房,洗碗机,启动",startup
880,"把,厨房,洗碗机,开启",startup
881,"把,厨房,洗碗机,暂停",suspend
882,"帮,我,把,洗碗机,打开",openDevice
883,"帮,我,把,洗碗机,开启",startup
884,"帮,我,把,洗碗机,开开",openDevice
885,"帮,我,把,洗碗机,关闭",closeDevice
886,"帮,我,把,洗碗机,关掉",closeDevice
887,"帮,我,把,洗碗,机关,了",closeDevice
888,"帮,我,把,洗碗机,启动",startup
889,"帮,我,把,洗碗机,开启",startup
890,"帮,我,把,洗碗机,暂停",suspend
891,"帮,我,把,厨房,洗碗机,打开",openDevice
892,"帮,我,把,厨房,洗碗机,开启",startup
893,"帮,我,把,厨房,洗碗机,开开",openDevice
894,"帮,我,把,厨房,洗碗机,关闭",closeDevice
895,"帮,我,把,厨房,洗碗机,关掉",closeDevice
896,"帮,我,把,厨房,洗碗,机关,了",closeDevice
897,"帮,我,把,厨房,洗碗机,启动",startup
898,"帮,我,把,厨房,洗碗机,开启",startup
899,"帮,我,把,厨房,洗碗机,暂停",suspend
900,"请,帮,我,把,洗碗机,打开",openDevice
901,"请,帮,我,把,洗碗机,开启",startup
902,"请,帮,我,把,洗碗机,开开",openDevice
903,"请,帮,我,把,洗碗机,关闭",closeDevice
904,"请,帮,我,把,洗碗机,关掉",closeDevice
905,"请,帮,我,把,洗碗,机关,了",closeDevice
906,"请,帮,我,把,洗碗机,启动",startup
907,"请,帮,我,把,洗碗机,开启",startup
908,"请,帮,我,把,洗碗机,暂停",suspend
909,"请,帮,我,把,厨房,洗碗机,打开",openDevice
910,"请,帮,我,把,厨房,洗碗机,开启",startup
911,"请,帮,我,把,厨房,洗碗机,开开",openDevice
912,"请,帮,我,把,厨房,洗碗机,关闭",closeDevice
913,"请,帮,我,把,厨房,洗碗机,关掉",closeDevice
